K09WN4Q 16.5   0.15 K14C9 261.01461  100.25070   39.97304   10.43075  0.0254483  0.18048615   3.1010359  5 E2014-U41    16   2 2009-2014 0.34 M-v 38h MPCLINUX   0000          2009 WQ234         20141022
K09X00R 16.4   0.15 K14C9  43.60631  186.37452  163.08388    5.78691  0.2232935  0.18932249   3.0037786  1 E2014-U41    48   4 2009-2014 0.29 M-v 38h MPCADO     0000          2009 XR            20141023
K10R02R 17.9   0.15 K14C9  59.74962  332.74279   11.06157    2.93458  0.2043325  0.27034768   2.3687594  1 E2014-U41    54   4 2003-2014 0.50 M-v 38h MPCADO     0000          2010 RR2           20141021
K10RB4C 18.4   0.15 K14C9  32.52742  127.45983  251.49237    3.55414  0.2091329  0.25967940   2.4331995  4 E2014-U41    24   2 2010-2014 0.33 M-v 38h MPCADO     0000          2010 RC114         20141021
K10TI1D 18.5   0.15 K14C9   7.27260   12.61452   35.87516    4.96273  0.2319410  0.25616158   2.4554253  3 E2014-U41    27   2 2010-2014 0.31 M-v 38h MPCADO     0000          2010 TD181         20141021
K10VK4D 17.5   0.15 K14C9 333.03451  204.00941  243.95130    8.50818  0.1916410  0.24513706   2.5285025  3 E2014-U41    46   3 2006-2014 0.29 M-v 38h MPCADO     0000          2010 VD204         20141022
K10W17H 17.1   0.15 K14C9 330.42033   36.71243   49.15244    9.26578  0.0824152  0.23609275   2.5926723  4 E2014-U41    39   2 2010-2014 0.34 M-v 38h MPCADO     0000          2010 WH17          20141023
K10W29E 17.2   0.15 K14C9   3.91224  245.58118  159.23745    7.44823  0.2140559  0.23951272   2.5679329  3 E2014-U41    53   2 2010-2014 0.48 M-v 38h MPCADO     0000          2010 WE29          20141021
K10W59D 17.6   0.15 K14C9  11.54774   81.74315  298.31790    2.74418  0.3097648  0.23438770   2.6052306  1 E2014-U41    88   4 1997-2014 0.40 M-v 38h MPCADO     0400          2010 WD59          20141023
K10X04J 16.5   0.15 K14C9   9.80107   38.99125    5.47866    5.88621  0.2749270  0.23640654   2.5903775  1 E2014-U41    60   5 2007-2014 0.31 M-v 38h MPCADO     0000          2010 XJ4           20141022
K10X21M 17.4   0.15 K14C9  10.59421  347.98747   55.66507   14.28094  0.1760075  0.23933835   2.5691799  3 E2014-U41    20   2 2010-2014 0.30 M-v 38h MPCLINUX   0000          2010 XM21          20141022
K10X52D 17.3   0.15 K14C9  31.77855  123.89803  238.70333   15.76726  0.3505042  0.24070539   2.5594433  2 E2014-U41    29   3 2010-2014 0.48 M-v 38h MPCADO     0005          2010 XD52          20141022
K10X66W 17.7   0.15 K14C9  44.62551  148.36827  209.59950    5.17953  0.0423092  0.22612045   2.6683502  1 E2014-U41    46   5 2005-2014 0.37 M-v 38h MPCADO     0400          2010 XW66          20141021
K11B65Q 16.4   0.15 K14C9  34.03404  357.97828   12.48538    8.35423  0.0566590  0.18666804   3.0321876  3 E2014-U41    18   3 2003-2014 0.23 M-v 38h MPCADO     0000          2011 BQ65          20141021
K11C11R 17.5   0.15 K14C9  27.47294   85.07425  287.86201    1.03697  0.1055008  0.19634578   2.9317144  3 E2014-U41    33   4 1999-2014 0.34 M-v 38h MPCADO     0000          2011 CR11          20141023
K11C26E 16.7   0.15 K14C9  14.81285  276.11736  128.03958    4.72359  0.1001658  0.21075834   2.7964874  0 E2014-U41    73   7 2000-2014 0.33 M-v 38h MPCADO     0400          2011 CE26          20141023
K11E23C 15.9   0.15 K14C9 302.04031   86.05792   24.02681   11.83700  0.0709680  0.17899367   3.1182500  1 E2014-U41    47   4 2003-2014 0.50 M-v 38h MPCADO     0000          2011 EC23          20141023
K11F28D 15.8   0.15 K14C9 335.00068  238.86482  213.08798   10.30748  0.0882975  0.18939642   3.0029969  0 E2014-U41    72   9 1996-2014 0.44 M-v 38h MPCADO     0400          2011 FD28          20141023
K11G04X 15.8   0.15 K14C9 248.39483   99.10205   85.81737    6.85195  0.1116318  0.18017094   3.1046517  0 E2014-U41    47   7 2005-2014 0.36 M-v 38h MPCADO     0400          2011 GX4           20141022
K11G63B 15.4   0.15 K14C9 301.84466   55.12584   68.35794   14.62645  0.0402733  0.17476577   3.1683401  0 E2014-U41    52   6 1997-2014 0.44 M-v 38h MPCADO     0000          2011 GB63          20141023
K11J09W 13.5   0.15 K14C9 167.18865    3.30480  238.28155   17.53481  0.0268394  0.08435844   5.1489303  1 E2014-U41    33   4 2009-2014 0.29 M-v 38h MPCADO     0009          2011 JW9           20141021
K12BA6O 16.7   0.15 K14C9 173.77743  163.83285   85.40163    7.96004  0.0884574  0.27061224   2.3672153  0 E2014-U41    80   8 2003-2014 0.35 M-v 38h MPCADO     0400          2012 BO106         20141022
K12BD7M 18.7   0.15 K14C9 354.98322  326.34067  106.09664    2.87514  0.1589870  0.29332253   2.2433951  1 E2014-U41    38   4 2004-2014 0.25 M-v 38h MPCADO     0000          2012 BM137         20141023
K12C32L 18.3   0.15 K14C9 340.74077  235.95564  190.74909    4.01910  0.0866801  0.26610425   2.3938752  0 E2014-U41    29   5 2001-2014 0.22 M-v 38h MPCADO     0000          2012 CL32          20141022
K12C46O 22.7   0.15 K14C9  18.22164   64.13813  349.75615    3.63252  0.1964936  0.64999553   1.3198639  2 E2014-U41    38   2 2012-2014 0.29 M-v 3Eh MPCW       0804          2012 CO46          20141022
K12F09N 18.5   0.15 K14C9 317.13980  116.19392  343.24106    6.93571  0.1095138  0.26004609   2.4309116  1 E2014-U41    31   4 2003-2014 0.35 M-v 38h MPCADO     0000          2012 FN9           20141022
K12J10W 16.0   0.15 K14C9  61.66942  268.75014   78.01300   11.95550  0.1272133  0.19058329   2.9905163  1 E2014-U41    61   4 2007-2014 0.25 M-v 38h MPCADO     0400          2012 JW10          20141023
K12K08M 16.7   0.15 K14C9 340.84962  193.35848  233.51802   11.00581  0.0842772  0.19009061   2.9956813  4 E2014-U41    26   3 2009-2014 0.24 M-v 38h MPCADO     0000          2012 KM8           20141022
